학원명,지역(구),학원주소,전화번호,1개월 교습비,강사수,학년-초,학년-중,학년-고,학년-기타,과목-국어,과목-영어,과목-수학,과목-사회,과목-과학,과목-외국어,과목-논술,과목-예능,과목-기타,반명
YBM잉글루2관학원,중랑구,"서울특별시 중랑구 면목로48길 49 , 2층 (면목동,21세기보습학원)",02-495-4484,450000,2,FALSE,TRUE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
수학엠플러스학원,동대문구,"서울특별시 동대문구 한천로 165 , 3층 일부 (답십리동)",02-2244-2577,285000,2,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
대정보습학원,중랑구,"서울특별시 중랑구 용마산로 389 , 3층 (면목동,석주빌딩)",02-2208-0242,305000,2,TRUE,TRUE,TRUE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
대정보습학원,중랑구,"서울특별시 중랑구 용마산로 389 , 3층 (면목동,석주빌딩)",02-2208-0242,200000,2,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,0,0,국어/영어
대정보습학원,중랑구,"서울특별시 중랑구 용마산로 389 , 3층 (면목동,석주빌딩)",02-2208-0242,150000,2,FALSE,TRUE,FALSE,FALSE,0,0,1,0,1,0,0,0,0,수학/과학
백년대계제1관선화학원,중랑구,서울특별시 중랑구 면목로 306  2층3층일부 (면목동),02-496-2033,250000,9,TRUE,TRUE,TRUE,FALSE,1,1,1,0,0,0,0,0,0,국어/영어/수학
백년대계제1관선화학원,중랑구,서울특별시 중랑구 면목로 306  2층3층일부 (면목동),02-496-2033,457500,9,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0,0,0,0,국어/영어/수학/사회/과학
백년대계제1관선화학원,중랑구,서울특별시 중랑구 면목로 306  2층3층일부 (면목동),02-496-2033,175000,9,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
백년대계제1관선화학원,중랑구,서울특별시 중랑구 면목로 306  2층3층일부 (면목동),02-496-2033,70000,9,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,0,1,0,0,영어/수학/논술
교원더퍼스트캠퍼스학원,동대문구,"서울특별시 동대문구 이문로 65 , 2층, 3층 (이문동)",02-968-4022,120000,7,TRUE,TRUE,TRUE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
교원더퍼스트캠퍼스학원,동대문구,"서울특별시 동대문구 이문로 65 , 2층, 3층 (이문동)",02-968-4022,250000,7,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
교원더퍼스트캠퍼스학원,동대문구,"서울특별시 동대문구 이문로 65 , 2층, 3층 (이문동)",02-968-4022,235000,7,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
교원더퍼스트캠퍼스학원,동대문구,"서울특별시 동대문구 이문로 65 , 2층, 3층 (이문동)",02-968-4022,100000,7,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,기타
교원더퍼스트캠퍼스학원,동대문구,"서울특별시 동대문구 이문로 65 , 2층, 3층 (이문동)",02-968-4022,140000,7,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
교원더퍼스트캠퍼스학원,동대문구,"서울특별시 동대문구 이문로 65 , 2층, 3층 (이문동)",02-968-4022,190000,7,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
으뜸학원,중랑구,"서울특별시 중랑구 용마산로 436 , 4층, 5층 (면목동)",02-493-2408,150000,6,TRUE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
으뜸학원,중랑구,"서울특별시 중랑구 용마산로 436 , 4층, 5층 (면목동)",02-493-2408,150000,6,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
으뜸학원,중랑구,"서울특별시 중랑구 용마산로 436 , 4층, 5층 (면목동)",02-493-2408,333300,6,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
으뜸학원,중랑구,"서울특별시 중랑구 용마산로 436 , 4층, 5층 (면목동)",02-493-2408,60000,6,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,논술
수재학원,동대문구,"서울특별시 동대문구 답십리로 133 , 1층, 2층 (답십리동)",02-2213-0558,250000,8,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,영어
수재학원,동대문구,"서울특별시 동대문구 답십리로 133 , 1층, 2층 (답십리동)",02-2213-0558,203800,8,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
수재학원,동대문구,"서울특별시 동대문구 답십리로 133 , 1층, 2층 (답십리동)",02-2213-0558,264300,8,FALSE,TRUE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
수재학원,동대문구,"서울특별시 동대문구 답십리로 133 , 1층, 2층 (답십리동)",02-2213-0558,200000,8,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
수재학원,동대문구,"서울특별시 동대문구 답십리로 133 , 1층, 2층 (답십리동)",02-2213-0558,135000,8,FALSE,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,과학
이룸학원,중랑구,"서울특별시 중랑구 면목로27길 6 , 3층 (면목동)",02-6015-2403,5600,3,TRUE,TRUE,TRUE,TRUE,0,0,1,0,0,0,0,0,0,수학
이룸학원,중랑구,"서울특별시 중랑구 면목로27길 6 , 3층 (면목동)",02-6015-2403,5200,3,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
하나에듀학원,중랑구,서울특별시 중랑구 봉우재로 211  2층 (망우동),02-491-9994,36300,3,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0,국어/영어/수학
하나에듀학원,중랑구,서울특별시 중랑구 봉우재로 211  2층 (망우동),02-491-9994,1500,3,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
면일보습학원,중랑구,서울특별시 중랑구 용마산로94길 47  2층) (면목동),02-492-6988,10000,1,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
면일보습학원,중랑구,서울특별시 중랑구 용마산로94길 47  2층) (면목동),02-492-6988,9400,1,FALSE,TRUE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,영어/수학
정상보습학원,중랑구,"서울특별시 중랑구 면목로48길 65 , 2,3층 (면목동, 경상빌딩)",02-2208-4222,38400,10,TRUE,FALSE,FALSE,FALSE,1,0,0,1,1,0,0,0,0,국어/사회/과학
정상보습학원,중랑구,"서울특별시 중랑구 면목로48길 65 , 2,3층 (면목동, 경상빌딩)",02-2208-4222,6000,10,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0,0,0,0,국어/영어/수학/사회/과학
정상보습학원,중랑구,"서울특별시 중랑구 면목로48길 65 , 2,3층 (면목동, 경상빌딩)",02-2208-4222,26800,10,FALSE,TRUE,FALSE,FALSE,1,1,1,0,1,0,0,0,0,국어/영어/수학/과학
정상보습학원,중랑구,"서울특별시 중랑구 면목로48길 65 , 2,3층 (면목동, 경상빌딩)",02-2208-4222,1900,10,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,과학
정상보습학원,중랑구,"서울특별시 중랑구 면목로48길 65 , 2,3층 (면목동, 경상빌딩)",02-2208-4222,1700,10,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,사회
이문보습학원,동대문구,"서울특별시 동대문구 한천로 481 , 2층  (이문동)",02-969-0021,19900,7,TRUE,TRUE,TRUE,FALSE,1,0,1,1,1,0,0,0,0,국어/수학/사회/과학
이문보습학원,동대문구,"서울특별시 동대문구 한천로 481 , 2층  (이문동)",02-969-0021,37500,7,FALSE,TRUE,FALSE,FALSE,1,0,0,0,1,0,0,0,0,국어/과학
한얼보습학원,중랑구,"서울특별시 중랑구 신내로 71 , 4층 일부 (신내동)",02-496-7537,4800,2,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,논술
신등용문보습학원,동대문구,"서울특별시 동대문구 경희대로4길 79 , 2층 (이문동)",02-960-5944,14900,8,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,0,0,국어/논술
명성영재사관학원,중랑구,"서울특별시 중랑구 동일로 492 , 2층 3층 (면목동,식당주방)",02-493-1605,100,8,TRUE,FALSE,FALSE,FALSE,0,1,1,1,1,0,0,0,0,영어/수학/사회/과학
조양학원,중랑구,"서울특별시 중랑구 봉화산로 209 , 3층 (신내동)",02-3421-1214,7400,3,FALSE,TRUE,FALSE,FALSE,0,1,1,0,1,0,0,0,0,영어/수학/과학
백년대계선화학원,중랑구,"서울특별시 중랑구 면목로 283 , 5층 (면목동)",02-496-1317,200,7,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,0,국어/영어
백년대계선화학원,중랑구,"서울특별시 중랑구 면목로 283 , 5층 (면목동)",02-496-1317,200,7,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,0,0,0,0,국어/수학
백년대계선화학원,중랑구,"서울특별시 중랑구 면목로 283 , 5층 (면목동)",02-496-1317,400,7,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1,0,0,0,0,사회/과학
유레카학원,동대문구,서울특별시 동대문구 장한로32길 13  3층 (장안동),02-2213-1081,207500,4,TRUE,TRUE,TRUE,TRUE,1,1,0,1,1,0,0,0,0,국어/영어/사회/과학
카이스트에듀학원,중랑구,서울특별시 중랑구 동일로101길 56  2층 (면목동),02-6402-5596,1000,3,FALSE,FALSE,TRUE,FALSE,0,0,1,0,1,0,0,0,0,수학/과학
S.J.Y해법학원,동대문구,"서울특별시 동대문구 한천로17길 21 , 3층,4층 (답십리동)",02-2212-6511,7500,4,TRUE,FALSE,FALSE,FALSE,1,0,0,1,1,0,1,0,0,국어/사회/과학/논술
수학의숲수림학원,중랑구,서울특별시 중랑구 봉화산로 217  부영빌딩2층 (신내동),02-3421-7889,2800,2,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,1,0,0,수학/논술
아소비전농센터학원,동대문구,"서울특별시 동대문구 답십리로23길 58 , 2층 (전농동)",070-7685-3277,200,4,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0,1,0,0,국어/수학/논술
아소비전농센터학원,동대문구,"서울특별시 동대문구 답십리로23길 58 , 2층 (전농동)",070-7685-3277,800,4,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,1,0,0,국어/영어/수학/논술
이레학원,중랑구,"서울특별시 중랑구 용마산로94길 9-20 , 1층 (면목동, 이레보습학원)",02-434-0566,6600,1,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,1,0,0,영어/수학/논술
빛나는하루학원,동대문구,"서울특별시 동대문구 사가정로 80 , 3층 312호 (답십리동, 답십리 뉴타운 카운티 에비뉴)",,100000,5,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,1,0,0,과학/논술
이홍례제일학원,중랑구,서울특별시 중랑구 신내로 45  해성빌딩 (신내동),02-3423-1622,150000,5,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,1,0,0,영어/논술
예인보습학원,중랑구,"서울특별시 중랑구 용마공원로 26 , 2층 일부 (망우동)",02-495-9422,6000,2,TRUE,FALSE,TRUE,FALSE,1,1,1,1,1,0,1,0,0,국어/영어/수학/사회/과학/논술
대조보습학원,은평구,서울특별시 은평구 연서로18길 14-1  2층 (대조동),02-355-4683,410000,6,FALSE,TRUE,FALSE,FALSE,1,1,1,1,0,0,0,0,0,국어/영어/수학/사회
에스피학원,은평구,서울특별시 은평구 가좌로 180  2.3층 (응암동),02-309-3242,30000,5,TRUE,FALSE,FALSE,FALSE,1,0,0,1,0,0,0,0,0,국어/사회
서정학원,마포구,"서울특별시 마포구 와우산로 140 5,6층 (창전동)",02-322-7200,955000,10,FALSE,FALSE,TRUE,FALSE,1,1,0,1,0,0,0,0,0,국어/영어/사회
에스제이학원,은평구,서울특별시 은평구 연서로3나길 13   1층 2층 (역촌동),02-359-1443,49700,3,FALSE,TRUE,FALSE,FALSE,1,0,1,0,1,0,0,0,0,국어/수학/과학
구산지앤비어학원,은평구,"서울특별시 은평구 갈현로 169-4 (구산동,일보빌딩)",02-358-4430,300000,2,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,1,기타
교연학원,은평구,"서울특별시 은평구 증산로 375 , 4층 (신사동)",02-303-8661,290000,5,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
교연학원,은평구,"서울특별시 은평구 증산로 375 , 4층 (신사동)",02-303-8661,200000,5,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
원앤온리구조분석영어학원,마포구,"서울특별시 마포구 새터산16길 15 , 2층 (성산동)",02-303-1792,260000,8,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
원앤온리구조분석영어학원,마포구,"서울특별시 마포구 새터산16길 15 , 2층 (성산동)",02-303-1792,235800,8,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
최홍준수학전문학원,서대문구,"서울특별시 서대문구 통일로36길 11 ,  2층 (홍제동)",02-6403-6811,250000,2,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
리더스영어수학전문학원,서대문구,"서울특별시 서대문구 응암로 66 , (북가좌동 306-21)4층 (북가좌동)",02-308-0542,226700,1,TRUE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
바하트영수종합학원,은평구,"서울특별시 은평구 은평로6길 5 , 2층(응암동110-13) (응암동,한성빌딩)",02-359-2234,288300,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
바하트영수종합학원,은평구,"서울특별시 은평구 은평로6길 5 , 2층(응암동110-13) (응암동,한성빌딩)",02-359-2234,288300,3,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
바하트영수종합학원,은평구,"서울특별시 은평구 은평로6길 5 , 2층(응암동110-13) (응암동,한성빌딩)",02-359-2234,175000,3,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,0,0,국어/논술
바하트영수종합학원,은평구,"서울특별시 은평구 은평로6길 5 , 2층(응암동110-13) (응암동,한성빌딩)",02-359-2234,250000,3,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0,국어
바하트영수종합학원,은평구,"서울특별시 은평구 은평로6길 5 , 2층(응암동110-13) (응암동,한성빌딩)",02-359-2234,250000,3,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,과학
헬레나영어수학학원,서대문구,"서울특별시 서대문구 응암로 73 ,  (북가좌동 308-3) (북가좌동)",02-302-5558,260000,4,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
헬레나영어수학학원,서대문구,"서울특별시 서대문구 응암로 73 ,  (북가좌동 308-3) (북가좌동)",02-302-5558,266700,4,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
헬레나영어수학학원,서대문구,"서울특별시 서대문구 응암로 73 ,  (북가좌동 308-3) (북가좌동)",02-302-5558,175000,4,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
헬레나영어수학학원,서대문구,"서울특별시 서대문구 응암로 73 ,  (북가좌동 308-3) (북가좌동)",02-302-5558,175000,4,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,과학
뉴욕아카데미학원,은평구,"서울특별시 은평구 갈현로3길 10 , (신사동13-27)1층, 2층 일부 (신사동,21세기인재보습학원)",070-7382-7448,224300,3,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
뉴욕아카데미학원,은평구,"서울특별시 은평구 갈현로3길 10 , (신사동13-27)1층, 2층 일부 (신사동,21세기인재보습학원)",070-7382-7448,189800,3,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
가온길학원,마포구,"서울특별시 마포구 굴레방로9길 2 , 5층, 6층 (아현동)",02-313-7074,274000,9,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,0,0,0,수학
가온길학원,마포구,"서울특별시 마포구 굴레방로9길 2 , 5층, 6층 (아현동)",02-313-7074,230000,9,TRUE,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
청산수학학원,은평구,"서울특별시 은평구 통일로83길 23 , (갈현동403-17) 2층 (갈현동,청산보습학원)",02-388-7481,250000,1,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,0,0,수학
영풀클래스원격학원,마포구,"서울특별시 마포구 마포대로 173-14 , 2층 203호 일부 (아현동)",02-749-1130,41400,1,FALSE,FALSE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,영어
영풀클래스원격학원,마포구,"서울특별시 마포구 마포대로 173-14 , 2층 203호 일부 (아현동)",02-749-1130,71500,1,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,1,기타
지성영어전문학원,마포구,"서울특별시 마포구 큰우물로 49 , 3층 301,302호 (염리동,엘지상가)",02-717-0502,290000,3,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
지성영어전문학원,마포구,"서울특별시 마포구 큰우물로 49 , 3층 301,302호 (염리동,엘지상가)",02-717-0502,370000,3,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
빈코에듀화상교육원격학원,마포구,"서울특별시 마포구 신촌로16길 30 , 3층 (노고산동)",00-1577-5521,76000,7,FALSE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
빈코에듀화상교육원격학원,마포구,"서울특별시 마포구 신촌로16길 30 , 3층 (노고산동)",00-1577-5521,76000,7,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
최대균영수학원,은평구,"서울특별시 은평구 갈현로33길 13-1 , 2층 (갈현동)",02-388-0996,200000,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
최대균영수학원,은평구,"서울특별시 은평구 갈현로33길 13-1 , 2층 (갈현동)",02-388-0996,225000,2,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
가우스수학제2관학원,은평구,"서울특별시 은평구 역말로 8 , 3층 (역촌동,한솔빌딩)",02-356-6888,176700,6,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
가우스수학제2관학원,은평구,"서울특별시 은평구 역말로 8 , 3층 (역촌동,한솔빌딩)",02-356-6888,316500,6,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
션샘초중고학원,서대문구,"서울특별시 서대문구 통일로 397 , 지하3층 B311호 일부(좌측) (홍제동, 인왕산 한신휴플러스)",02-3217-0351,246000,8,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,영어
션샘초중고학원,서대문구,"서울특별시 서대문구 통일로 397 , 지하3층 B311호 일부(좌측) (홍제동, 인왕산 한신휴플러스)",02-3217-0351,226000,8,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,수학
션샘초중고학원,서대문구,"서울특별시 서대문구 통일로 397 , 지하3층 B311호 일부(좌측) (홍제동, 인왕산 한신휴플러스)",02-3217-0351,200000,8,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,국어
션샘초중고학원,서대문구,"서울특별시 서대문구 통일로 397 , 지하3층 B311호 일부(좌측) (홍제동, 인왕산 한신휴플러스)",02-3217-0351,652500,8,FALSE,TRUE,FALSE,FALSE,1,1,1,0,0,0,0,0,0,국어/영어/수학
션샘초중고학원,서대문구,"서울특별시 서대문구 통일로 397 , 지하3층 B311호 일부(좌측) (홍제동, 인왕산 한신휴플러스)",02-3217-0351,150000,8,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,사회
시사죠바인터내셔널서울학원,서대문구,"서울특별시 서대문구 명물길 74 , 7층  (창천동,에스프리)",02-313-1582,445600,1,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
놀자영어학원,서대문구,"서울특별시 서대문구 응암로 73 , 4층 (북가좌동)",070-4918-6754,271700,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,영어
뉴젠영어학원,은평구,"서울특별시 은평구 진관1로 55 , 은평뉴타운 마고정 309동 상가B207호 (진관동,은평뉴타운 마고정)",02-382-0533,240000,7,TRUE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,0,0,영어
씨엔학원,마포구,"서울특별시 마포구 성미산로 52 , 3층 (성산동)",02-333-9139,250000,2,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,1,기타
